Unnamed: 0,labels,headline,__index_level_0__
7880,2,apple announces new trade-in offer for customers to exchange their old iphones for absolutely nothing,11132
3910,0,thousands of drunk revelers dressed as jesus descend on vatican for annual christcon pub crawl,2723
11481,0,134-year-old man attributes longevity to typographical error,12530
9351,1,crane operator likes to start day with a quick 360,11695
3136,0,exciting new app allows users to be pawns in 26-year-old ceo's little game,9335
13434,0,'hot 'n' nasty butt cum chixx' to appear as 'creative concepts' on credit-card bill,13272
11924,0,historical archives: a puzzle for the mind,7155
11692,0,cancerous tumor befriends small boy,12608
11613,2,mike pence clearly went to ash wednesday services dozens of times,12579
12048,0,crayola ceo presents jarringly ambitious 5-year plan at annual shareholders meeting,7230
8163,1,word 'presumptive' prepares for another 4-year hibernation,5075
13219,2,nation currently more sympathetic to demise of planet krypton than plight of syria,7880
8736,2,"larry nassar: 'who among us hasn't made a mistake repeatedly and with wild, shameless abandon?'",5394
3968,1,local teen walks in on family masturbating,9641
9268,2,terri schiavo's corpse blown away by hurricane,11665
13045,1,3-day weekend practically already over,7789
12033,0,plastic surgeon has leathery wife,12738
6464,0,purina debuts new 'slovenly feast' for nasty-ass shelter cats,4088
2535,1,everyone at consumer electronics show forced to share single surge protector,1967
10754,1,"for gay couple, fulfilling lifelong dream of marriage not worth moving to iowa",12258
10154,1,man ruthlessly scolds other man online for having opinion he held less than 2 years ago,12009
12922,1,unhappy couple staying together for one of their children,13081
11640,2,rnc: 'we warned you gay marriage would be a slippery slope toward accepting pedophilia',6999
6279,0,stingray loves when aquarium visitors squeal and recoil after touching it,423
11768,0,sales of guys gone wild video disappointing,12640
5167,0,woman in coffee shop judges a record 147 people,10096
12614,1,report: bananas still most popular fruit for pretending to receive phone call,12960
9362,1,italian grandmother doesn't have heart to tell family any dipshit can make lasagna,11697
10075,0,suburbanite saved from certain poisoning by brita filter,6142
9230,1,woman assures you she's not mad,5661
2333,1,area 93-year-old has death-after-life experience,9031
7319,1,report: nobody fucking cares,4596
3804,2,tommy lee jones tells jimmy fallon he doesn't want to play any of his little fucking games,2659
3091,0,"'you did the best you could,' says iron man action figure voiced by despondent toys 'r' us ceo packing up office",141
3710,1,area man's recommended daily caloric intake exceeded by 9 a.m.,2597
11146,0,doctor unable to hide his excitement from patient with ultra-rare disease,6701
1439,1,neighbor oblivious to fact she being groomed for cat-sitting,1377
5683,0,pope francis carves roast cherub for vatican christmas dinner,3674
4025,0,child at 9/11 memorial service sternly reminded we are sad today,9658
10337,0,oscar countdown 2002 begins,13489
10512,1,local company introduces new take your daughter's friend to work day,6362
12129,0,god unable to remember what year humanity goes extinct,12770
7573,0,hemmed-in seattle mayor calls for emergency deforestation,4741
975,1,paralyzed man determined to still live normal sedentary life,1138
12299,1,high school freshman thinks 'romeo and juliet' might just be her favorite play,7374
2225,2,"cory booker expelled from senate, stripped naked, forced to wander maryland bog in woe for all eternity",1787
7391,1,8th grader impregnated during trip to 'march for life' event,10952
7403,1,child who soiled self during dance performance apparently just gonna tough it out up there,4646
12640,0,sick man slowly becoming enthroned in used tissues,7568
5806,2,"report: hey, stephen tobolowsky is in this!",459
10038,1,area man to attend grad school to find a girlfriend,6115
159,2,"audio experts confirm whiny, irritating noises in secret recording devin nunes",8179
647,1,"area 5-year-old telling, area 5-year-old telling",948
3637,1,report: most americans have enough saved for retirement to live comfortably on streets,9528
10530,0,man wearing sunglasses upside down on back of head still recovering from paul walker's death,6370
7375,0,neglected google home sits by window barking at passersby,4628
12267,2,defiant sarah huckabee sanders claims she doesn't know where voice comes from when she opens mouth,7358
9695,0,report: increasing number of u.s. toddlers attending online preschool,5925
9901,0,new york philharmonic hosts open-mic night,6040
9322,0,evolution definitively proven as scientists capture first-ever footage of chimpanzee transforming into human,441
11083,0,npr host raises voice,6659
4339,1,total weirdo spends mother's day at cemetery,9794
5977,1,hip-hop man enjoys making musical rapping sounds,10430
1818,1,"'i'm not really looking to date right now,' says man, as if he not at mercy of love's powerful, mysterious ways",8831
2374,0,rolling stones kick off 'sing our songs for us' tour,9046
5982,1,least popular guy at house party really hitting it off with dog,3830
12225,2,shape magazine declares july 'let yourself go' month,12812
10078,0,orphanage director pushing asian orphans,6144
10984,1,doctor just uses same ultrasound picture for every baby,12345
10470,2,cbs to retain les moonves' services in smaller sexual-predator-at-large role,6344
2518,2,'game of thrones' producers reveal series moved beyond show's written script halfway through current season,1958
2947,0,historical archives: popular hymns heard sung of late.,9262
4039,0,obama to create 17 new jobs by resigning and finally opening that restaurant,155
7132,2,steven spielberg criticizes netflix for ruining golden age of pandering big-budget corporate films,10866
7293,0,grecian formula falls into non-grecian hands,4578
888,1,new study confirms this didn't even feel like a 4-day work week,1089
9924,1,dysfunctional singles find each other,6049
12289,1,gay couple has banal sex,12834
2582,0,enchanted necromancer brings life back to once-dead argument,9122
13340,2,list of politically achievable reforms down to just three minor changes to traffic code,7950
1994,1,school for the blind has huge empty grass field out front,1674
11248,2,benghazi committee instructs hillary clinton to limit answers to 'i failed the american people',6763
9345,0,raffle ticket stared at with increasing disgust,11693
10622,0,fda: juicy green apple conditioner best used with juicy green apple shampoo,6416
12825,0,employee executes daring 3:30 p.m. escape from office,13039
3205,1,second hour in fabric store nearly kills eight-year-old,2326
11823,2,joel siegel 'absolutely loved' dream he had last night,7096
9988,1,loyal driveway patiently waiting for owner to return from work,11947
6764,0,employees given list of doctors shitty enough to accept company's health insurance plan,10734
10684,2,john boehner's wife calls for her shutdown king to come back to bed,6450
2077,1,woman with really pointy feet finds perfect shoes,1715
4590,0,dad locks into elaborate chess match with lawn mower salesman,9890
2753,2,hollywood removes statue of louis b. mayer beckoning judy garland to sit on his lap,9172
661,1,man builds house he designed when he was eight years old,8381
3398,1,overweight man repeatedly introduced to overweight woman at party,9433
5984,1,second-grade class has no questions for visiting local historian,3831
10370,2,"bill cosby attacks disrespectful behavior, skyrocketing crime rate among elderly black male comedians",6299
5069,0,philip morris scientists discover 'pussy lung' virus,3348
12662,0,mop used to clean minor spill now permanent addition to living room,12978
2768,2,affair to threaten whatever it is john edwards does for a living,9177
4903,1,man always sleeps with bat beside bed just in case any major league pitchers try to break in,10013
7076,0,report: american dream now an out-of-court settlement,587
3156,1,style replaces substance,9346
12673,1,man hates it when trailer gives away entire premise of movie,12982
5148,0,breaking: congressmen walking somewhere,10091
4402,2,kate middleton suffering from morning sickness,2990
11812,0,actor receives $25 million for everyman role,12660
6906,0,ty cobb returns to old private practice in enchanted forest toadstool,10778
10384,0,46-year-old spinster dies surrounded by cats,12098
